,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
380,Universal City, 767 feet," $166,628 ",34.5 years, 5.65 ,37.2 years, 87.6 ," $61,205 "," 19,721 (100% urban, 0% rural). "," 3,490 "
381,"University Park, TX", 550 feet," over $1,000,000 ",34.5 years, 3.72 ,32.9 years, 101.2 ," over $200,000 "," 24,396 (100% urban, 0% rural). "," 6,557 "
382,Uvalde, 907 feet," $76,732 ",34.5 years, 6.72 ,31.4 years, 77.6 ," $39,467 "," 16,412 (100% urban, 0% rural). "," 2,441 "
383,"Vernon, TX", 1216 feet," $75,374 ",34.5 years, 8.10 ,37.1 years, 77.5 ," $42,215 "," 10,531 (96% urban, 4% rural). "," 1,300 "
384,"Victoria, TX",," $119,900 ",34.5 years, 33.0 ,34.0 years, 84.6 ," $50,851 "," 67,672"," 2,053 "
385,Vidor,," $88,597 ",34.5 years, 10.6 ,35.7 years, 82.2 ," $40,979 "," 10,920 (97% urban, 3% rural). "," 1,034 "
386,"Waco, TX",," $113,300 ",34.5 years, 84.2 ,28.6 years, 85.3 ," $37,722 "," 134,422"," 1,596 "
387,"Watauga, TX",," $124,583 ",34.5 years, 4.17 ,34.2 years, 94.7 ," $66,585 "," 24,345 (100% urban, 0% rural). "," 5,842 "
388,Waxahachie,," $150,937 ",34.5 years, 40.0 ,32.7 years, 93.2 ," $60,399 "," 32,344 (89% urban, 11% rural). ", 809 
389,"Weatherford, TX", 1053 feet," $151,488 ",34.5 years, 20.9 ,35.5 years, 93.9 ," $56,543 "," 27,769 (94% urban, 6% rural). "," 1,330 "
390,"Webb, TX",," $169,809 ",32.3 years, 2222.4 ,26.9 years, 89.4 ," $61,303 "," 11,542.", 5.2 
391,"Webster, TX",," $172,207 ",34.5 years, 6.62 ,31.1 years, 95.0 ," $47,497 "," 11,115 (100% urban, 0% rural). "," 1,680 "
392,Wells Branch,," $220,161 ",34.5 years, 2.53 ,33.8 years, 94.3 ," $56,913 "," 12,120. "," 4,792 "
393,Weslaco, 81 feet," $79,757 ",34.5 years, 12.7 ,33.8 years, 81.6 ," $36,239 "," 37,601 (100% urban, 0% rural). "," 2,964 "
394,West Bexar,," $274,879 ",32.3 years, 235.0 ,37.1 years, 88.0 ," $85,533 "," 37,315.", 159 
395,West Brazos,," $156,546 ",32.3 years, 92.2 ,24.8 years, 92.2 ," $45,774 "," 11,913.", 129 
396,West Livingston,," $69,942 ",34.5 years, 23.9 ,42.4 years, 78.9 ," $46,573 "," 8,071. ", 337 
397,West Odessa,," $89,807 ",34.5 years, 62.4 ,29.1 years, 81.5 ," $47,281 "," 22,707. ", 364 
398,West Tom Green,," $205,499 ",32.3 years, 806.9 ,39.9 years, 89.8 ," $63,743 "," 22,925.", 28 
399,West University Place,," over $1,000,000 ",34.5 years, 2.01 ,43.5 years, 101.2 ," over $200,000 "," 15,604 (100% urban, 0% rural). "," 7,761 "
400,"Wharton, TX",," $89,295 ",34.5 years, 7.23 ,36.1 years, 80.0 ," $33,326 "," 8,659 (98% urban, 2% rural). "," 1,198 "
401,"White Oak, TX",," $137,956 ",34.5 years, 9.09 ,31.9 years, 83.8 ," $51,845 "," 6,318 (95% urban, 5% rural). ", 695 
402,White Settlement,," $83,852 ",34.5 years, 4.87 ,35.3 years, 92.9 ," $46,255 "," 16,896 (100% urban, 0% rural). "," 3,468 "
403,"Whitehouse, TX",," $170,902 ",34.5 years, 3.78 ,31.1 years, 86.7 ," $69,324 "," 8,044 (95% urban, 5% rural). "," 2,127 "
404,"Wichita Falls, TX", 954 feet," $97,000 ",34.5 years, 70.7 ,32.0 years, 83.2 ," $42,459 "," 104,735"," 1,482 "
405,"Willis, TX", 380 feet," $85,253 ",34.5 years, 3.29 ,26.5 years, 92.3 ," $38,138 "," 6,275 (98% urban, 2% rural). "," 1,907 "
406,"Woodway, TX",," $209,584 ",34.5 years, 6.60 ,47.0 years, 86.6 ," $83,687 "," 8,760 (100% urban, 0% rural). "," 1,328 "
407,Wylie,," $195,697 ",34.5 years, 19.4 ,33.7 years, 94.0 ," $85,427 "," 45,913 (100% urban, 0% rural). "," 2,370 "
